קוד UK,שם,מחיר ספק,מחיר אצלנו,מחיר מחוק,מגיע בקרוב,תאריך צפי,כמות באריזה,קטגוריה,תת-קטגוריה,תמונה
UK81901,מגש חלה בלתי שביר לבן ורוד זהב שבת ויום טוב 37X25,16.99,27,33,כן,20/08/2026,1,שבת,קרשי חלה,https://www.israel-judaica.com/big/81901.jpg
UK81905,מגש חלה בלתי שביר לבן זהב כסף שבת ויום טוב 37X25 ס,16.99,27,33,כן,20/08/2026,1,שבת,קרשי חלה,https://www.israel-judaica.com/big/81905.jpg
UK80084,"מגש חלה זכוכית עבה בלתי שבירה 25X37 ס""מ",16.99,27,33,כן,20/08/2026,1,שבת,קרשי חלה,https://www.israel-judaica.com/big/80084.jpg
UK81890,מגש חלה בלתי שביר לבן פלקטה זהב שבת ויום טוב 37X25,16.99,27,33,כן,20/08/2026,1,שבת,קרשי חלה,https://www.israel-judaica.com/webp/81890.webp
UK81909,תחתית סיר בלתי שביר לבן ורוד זהב שבת ויום טוב 19סמ,12.99,20,25,כן,20/08/2026,1,שבת,קרשי חלה,https://www.israel-judaica.com/big/81909.jpg
UK81921,תחתית סיר בלתי שביר לבן זהב כסף שבת ויום טוב 19סמ,12.99,20,25,כן,20/08/2026,1,שבת,קרשי חלה,https://www.israel-judaica.com/big/81921.jpg
UK81871,"מגש זכוכית מהודר עם מראה ונצנצים זהב 35X23 ס""מ",54.99,86,108,כן,28/07/2026,1,שבת,קרשי חלה,https://www.israel-judaica.com/big/81871.jpg
UK82385,"מגש זכוכית מהודר עם מראה ונצנצים זהב 45X30 ס""מ",64.99,102,127,כן,28/07/2026,1,שבת,קרשי חלה,https://www.israel-judaica.com/big/82385.jpg
UK81943,"מגש זכוכית מהודר עם מראה ונצנצים 45X30 ס""מ",64.99,102,127,,,1,שבת,קרשי חלה,https://www.israel-judaica.com/big/81943.jpg
UK42386,"מגש זכוכית מהודר לחלה 45X30 ס""מ",49.99,78,98,כן,28/07/2026,1,שבת,קרשי חלה,https://www.israel-judaica.com/big/42386.jpg
UK81974,"מגש חלה זכוכית עם פלקטה זהב ""פרחים"" 42X29 ס""מ",139.99,220,274,כן,28/07/2026,1,שבת,קרשי חלה,https://www.israel-judaica.com/webp/81974.webp
UK59491,"מגש חלה אקריליק מהודר 32x17 ס""מ - כסף",79.99,125,157,,,1,שבת,קרשי חלה,https://www.israel-judaica.com/webp/59491.webp
UK84186,"מגש חלה אקריליק מהודר 32x17 ס""מ - זהב",79.99,125,157,,,1,שבת,קרשי חלה,https://www.israel-judaica.com/webp/84186.webp
UK45351,"מגש חלה מהודר מעץ במבוק עם סכין 41X28 ס""מ",99.99,157,196,כן,30/07/2026,1,שבת,קרשי חלה,https://www.israel-judaica.com/big/45351.jpg
UK40039,"מגש חלה עץ עם אפוקסי לבן 41X28 ס""מ",109.99,172,216,,,1,שבת,קרשי חלה,https://www.israel-judaica.com/big/40039.jpg
UK40043,"מגש חלה עץ עם אפוקסי כחול 41X28 ס""מ",109.99,172,216,,,1,שבת,קרשי חלה,https://www.israel-judaica.com/big/40043.jpg
UK40042,"מגש חלה עץ עם אפוקסי אפור 41X28 ס""מ",109.99,172,216,,,1,שבת,קרשי חלה,https://www.israel-judaica.com/big/40042.jpg
UK55732,"מגש חלה עץ טבעי עם אפוקסי 41X28 ס""מ",129.99,204,255,כן,22/07/2026,1,שבת,קרשי חלה,https://www.israel-judaica.com/webp/55732.webp
UK55733,"מגש חלה עץ טבעי עם אפוקסי 41X28 ס""מ",129.99,204,255,כן,22/07/2026,1,שבת,קרשי חלה,https://www.israel-judaica.com/webp/55733.webp
UK55730,"מגש חלה עץ טבעי עם אפוקסי 41X28 ס""מ",129.99,204,255,כן,22/07/2026,1,שבת,קרשי חלה,https://www.israel-judaica.com/webp/55730.webp
UK55731,"מגש חלה עץ טבעי עם אפוקסי 41X28 ס""מ",129.99,204,255,כן,22/07/2026,1,שבת,קרשי חלה,https://www.israel-judaica.com/webp/55731.webp
UK55764,"מגש חלה עץ טבעי עם אפוקסי 41X28 ס""מ",129.99,204,255,כן,22/07/2026,1,שבת,קרשי חלה,https://www.israel-judaica.com/webp/55764.webp
UK81976,"מגש חלה זכוכית עם פלקטה ""פיליגרין"" 42X29 ס""מ",139.99,220,274,כן,28/07/2026,1,שבת,קרשי חלה,https://www.israel-judaica.com/webp/81976.webp
UK59173,"סכין מהודרת עם ידית מתכת להב משונן ""שבת ויום טוב"" 35 ס""מ - ציפוי זהב",44.99,71,88,כן,22/07/2026,1,שבת,מלחיות,https://www.israel-judaica.com/webp/59173.webp
UK46285,מצת חשמלי עם טעינה USB עם פלקטה עיטורים,44.99,71,88,,,1,שבת,מלחיות,https://www.israel-judaica.com/big/46285.jpg
UK45776,מצת חשמלי גמיש עם טעינה USB - עיטורים,44.99,71,88,,,1,שבת,מלחיות,https://www.israel-judaica.com/big/45776.jpg
UK46287,מצת חשמלי עם טעינה USB - עיטורים - מט,44.99,71,88,,,1,שבת,מלחיות,https://www.israel-judaica.com/big/46287.jpg
UK46289,מצת חשמלי עם טעינה USB - עיטורים - מט,44.99,71,88,,,1,שבת,מלחיות,https://www.israel-judaica.com/big/46289.jpg
UK59720,"מלחיה קריסטל זהב מהודרת - 13 ס""מ",32.99,52,65,,,1,שבת,מלחיות,https://www.israel-judaica.com/webp/59720.webp
UK59721,"מלחיה קריסטל מהודרת - 13 ס""מ",32.99,52,65,,,1,שבת,מלחיות,https://www.israel-judaica.com/webp/59721.webp
UK81065,"מלחייה קריסטל עם מכסה 4x6 ס""מ",32.99,52,65,,,1,שבת,מלחיות,https://www.israel-judaica.com/big/81065.jpg
UK82732,"מלחייה קריסטל עם מכסה 4x6 ס""מ",32.99,52,65,כן,21/08/2026,1,שבת,מלחיות,https://www.israel-judaica.com/big/82732.jpg
UK82894,"מחזיק גפרורים מהודר מקריסטל 20 ס""מ",59.99,94,118,כן,21/08/2026,1,שבת,מלחיות,https://www.israel-judaica.com/webp/82894.webp
UK83177,"מחזיק גפרורים מהודר מקריסטל 20 ס""מ",59.99,94,118,כן,21/08/2026,1,שבת,מלחיות,https://www.israel-judaica.com/webp/83177.webp
UK82140,"מלחייה קריסטל עם פלקטה ""פרחים"" ומכסה 6 ס""מ",27.99,44,55,כן,21/08/2026,1,שבת,מלחיות,https://www.israel-judaica.com/webp/82140.webp
UK67251,"סינר מגבת עם רקמה ""אשת חיל"" מידה 63x80 ס""מ",36.99,58,73,כן,20/08/2026,1,שבת,מלחיות,https://www.israel-judaica.com/big/67251.jpg
UK40299,"שרשרת דמוי עור 4.5 ס""מ ""האש שלי"" וכרטיס ""שיוויתי""",10.99,17,22,כן,21/08/2026,1,יודאיקה,תכשיטים,https://www.israel-judaica.com/big/40299.jpg
UK40300,"שרשרת דמוי עור 4.5 ס""מ ""האש שלי"" וכרטיס ""שיווית",10.99,17,22,כן,21/08/2026,1,יודאיקה,תכשיטים,https://www.israel-judaica.com/big/40300.jpg
UK40301,"שרשרת דמוי עור 4.5 ס""מ ""האש שלי"" וכרטיס ""שיווית",10.99,17,22,כן,21/08/2026,1,יודאיקה,תכשיטים,https://www.israel-judaica.com/big/40301.jpg
UK40302,"שרשרת דמוי עור 4.5 ס""מ ""האש שלי"" וכרטיס ""שיווית",10.99,17,22,כן,21/08/2026,1,יודאיקה,תכשיטים,https://www.israel-judaica.com/big/40302.jpg
UK40303,"שרשרת דמוי עור 4.5 ס""מ ""האש שלי"" וכרטיס ""שיווית",10.99,17,22,כן,21/08/2026,1,יודאיקה,תכשיטים,https://www.israel-judaica.com/big/40303.jpg
UK89697,"שרשרת עם תליון בצורת מזוזה 5 ס""מ",13.99,22,27,כן,22/07/2026,1,יודאיקה,תכשיטים,https://www.israel-judaica.com/big/89697.jpg
UK49179,"שרשרת דמוי עור 4.5 ס""מ עם אותיות בולטות וכרטיס ""שי",10.99,17,22,כן,21/08/2026,1,יודאיקה,תכשיטים,https://www.israel-judaica.com/big/49179.jpg
UK60174,תיק תפ טרמי דמוי עור כחול עם אותיות בולטות יברכך 2,139.99,220,274,כן,22/07/2026,1,טליתות,תיקי תפילין,https://www.israel-judaica.com/big/60174.jpg
UK82375,סטנד ברכונים ואכלת ושבעת ברכת המזון מעוגל ע.מ. כסף,149.99,235,294,,,1,יודאיקה,ברכונים,https://www.israel-judaica.com/big/82375.jpg
UK83641,"סטנד ברכונים ואכלת ושבעת ברכת מרובע ע.מ. 24x25 ס""מ - כסף",149.99,235,294,,,1,יודאיקה,ברכונים,https://www.israel-judaica.com/webp/83641.webp
UK83653,"סטנד ברכונים ואכלת ושבעת ברכת מרובע אשכנזי 24x25 ס""מ - כסף",149.99,235,294,,,1,יודאיקה,ברכונים,https://www.israel-judaica.com/webp/83653.webp
UK82799,"מעמד אקריליק נוסח עדות המזרח 25X25 ס""מ עם 6 ברכונים זהב",149.99,235,294,,,1,יודאיקה,ברכונים,https://www.israel-judaica.com/webp/82799.webp
UK82800,"מעמד אקריליק נוסח עדות אשכנז 25X25 ס""מ עם 6 ברכונים זהב",149.99,235,294,,,1,יודאיקה,ברכונים,https://www.israel-judaica.com/webp/82800.webp
UK50045,"הדלקת נרות אקריליק ירושלים 21X21 ס""מ",39.99,63,78,,,1,יודאיקה,ברכונים,https://www.israel-judaica.com/webp/50045.webp
